date,scientist,rep,primary,secondary,secondary_dose,condition,vial,day,hour,status,alive3,opposite
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,19,1.083333,26,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,19,1.333333,32,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,19,1.416667,34,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,19,1.666667,40,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,19,1.666667,40,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,19,1.666667,40,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,19,1.666667,40,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,19,1.666667,40,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,19,1.666667,40,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,19,1.666667,40,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,20,1.083333,26,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,20,1.333333,32,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,20,1.416667,34,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,20,1.666667,40,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,20,1.666667,40,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,20,1.666667,40,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,20,1.75,42,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,20,1.75,42,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,20,1.75,42,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,20,1.75,42,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,21,1.333333,32,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,21,1.666667,40,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,21,1.666667,40,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,21,1.666667,40,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,21,1.666667,40,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,21,1.666667,40,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,21,1.75,42,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,21,1.75,42,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,0.1,7,21,1.75,42,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,22,0.75,18,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,22,0.916667,22,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,22,1,24,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,22,1,24,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,22,1.166667,28,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,22,1.166667,28,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,22,1.25,30,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,22,1.25,30,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,22,1.333333,32,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,22,1.666667,40,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,23,0.75,18,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,23,0.916667,22,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,23,1,24,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,23,1.083333,26,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,23,1.166667,28,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,23,1.166667,28,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,23,1.333333,32,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,23,1.666667,40,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,24,1,24,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,24,1.083333,26,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,24,1.083333,26,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,24,1.166667,28,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,24,1.25,30,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,24,1.333333,32,1,FALSE,TRUE
10/1/2020,Abby,Fall 2020 exp 2,S.m,P.snee,1,8,24,1.333333,32,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C1,0.75,18,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C1,2.416667,58,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C1,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C1,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C1,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C1,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C1,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C1,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C1,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C1,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C2,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C2,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C2,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C2,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C2,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C2,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C2,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C2,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C2,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,PBS,0,PBS Control,C2,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,1,1.583333,38,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,1,1.583333,38,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,1,1.666667,40,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,1,1.666667,40,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,1,1.666667,40,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,1,1.75,42,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,1,1.75,42,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,1,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,1,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,1,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,2,1.25,30,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,2,1.583333,38,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,2,1.583333,38,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,2,1.583333,38,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,2,1.75,42,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,2,1.75,42,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,2,1.75,42,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,2,1.833333,44,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,2,1.833333,44,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,2,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,3,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,3,1.25,30,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,3,1.416667,34,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,3,1.583333,38,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,3,1.583333,38,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,3,1.583333,38,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,3,1.583333,38,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,3,1.583333,38,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,3,1.666667,40,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.001,1,3,6.208333,149,0,TRUE,FALSE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,4,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,4,1.166667,28,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,4,1.25,30,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,4,1.25,30,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,4,1.333333,32,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,4,1.333333,32,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,4,1.5,36,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,4,1.583333,38,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,4,1.666667,40,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,4,1.666667,40,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,5,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,5,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,5,1.166667,28,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,5,1.166667,28,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,5,1.25,30,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,5,1.333333,32,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,5,1.333333,32,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,5,1.416667,34,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,5,1.583333,38,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,5,1.583333,38,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,6,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,6,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,6,1.166667,28,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,6,1.333333,32,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,6,1.333333,32,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,6,1.416667,34,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,6,1.416667,34,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,6,1.416667,34,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,6,1.5,36,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.01,2,6,1.5,36,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,7,1,24,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,7,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,7,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,7,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,7,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,7,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,7,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,7,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,7,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,7,1.166667,28,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,8,1,24,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,8,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,8,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,8,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,8,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,8,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,8,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,8,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,8,1.166667,28,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,8,1.25,30,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,9,1,24,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,9,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,9,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,9,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,9,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,9,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,9,1.166667,28,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,9,1.166667,28,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,9,1.166667,28,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,0.1,3,9,1.25,30,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,10,0.833333,20,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,10,0.916667,22,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,10,0.916667,22,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,10,0.916667,22,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,10,0.916667,22,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,10,1,24,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,10,1,24,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,10,1,24,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,10,1,24,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,10,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,11,0.75,18,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,11,0.833333,20,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,11,0.833333,20,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,11,0.833333,20,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,11,0.916667,22,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,11,0.916667,22,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,11,0.916667,22,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,11,0.916667,22,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,11,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,11,1.083333,26,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,12,0.833333,20,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,12,0.916667,22,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,12,0.916667,22,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,12,0.916667,22,1,FALSE,TRUE
10/10/2020,Abby,Fall 2020 exp 4,PBS,P.snee,1,4,12,0.916667,22,1,FALSE,TRUE
